combo_id,strategy_name,strategy_description,holding_period,selection_count,factor_long_term_low_volume,factor_rolling_pe,factor_turnover_rate,factor_oversold,cumulative_nav,annual_return,max_drawdown,return_drawdown_ratio,win_rate,return_std_dev
298,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 48,5D,5,30,,30,48,19.99,20.30%,-53.40%,0.38,52.48%,2.00%
299,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 20 | Oversold: 48,5D,5,30,,20,48,14.67,18.02%,-52.14%,0.35,52.48%,1.99%
300,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 21 | Oversold: 48,5D,5,30,,21,48,30.55,23.49%,-55.48%,0.42,53.22%,1.99%
301,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 22 | Oversold: 48,5D,5,30,,22,48,30.55,23.49%,-55.48%,0.42,53.22%,1.99%
302,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 48,5D,5,30,,30,48,29.7,23.28%,-55.57%,0.42,53.32%,1.98%
303,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 48,5D,5,30,,30,48,30.77,23.55%,-54.77%,0.43,53.50%,1.98%
304,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 48,5D,5,30,,30,48,24.58,21.85%,-54.02%,0.4,53.55%,1.98%
305,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 10 | Oversold: 250,5D,5,30,,10,250,24.64,21.86%,-54.70%,0.4,53.42%,1.99%
306,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 11 | Oversold: 250,5D,5,30,,11,250,11.56,16.30%,-52.19%,0.31,52.40%,2.00%
307,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 12 | Oversold: 250,5D,5,30,,12,250,16.04,18.68%,-48.56%,0.38,52.68%,2.00%
308,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,14.09,17.73%,-48.37%,0.37,52.84%,2.00%
309,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,16.45,18.86%,-49.88%,0.38,53.24%,1.99%
310,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,14.94,18.16%,-50.73%,0.36,52.91%,2.00%
311,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 16 | Oversold: 250,5D,5,30,,16,250,13.94,17.66%,-53.01%,0.33,52.40%,2.00%
312,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 17 | Oversold: 250,5D,5,30,,17,250,13.91,17.64%,-53.91%,0.33,52.56%,1.99%
313,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,11.48,16.25%,-54.19%,0.3,52.56%,1.99%
314,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,13.07,17.19%,-54.23%,0.32,52.35%,2.00%
315,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 20 | Oversold: 250,5D,5,30,,20,250,14.97,18.18%,-52.30%,0.35,52.45%,1.99%
316,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 21 | Oversold: 250,5D,5,30,,21,250,21.62,20.89%,-54.73%,0.38,52.91%,1.99%
317,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 22 | Oversold: 250,5D,5,30,,22,250,22.46,21.17%,-54.51%,0.39,52.58%,1.98%
318,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,22.03,21.02%,-55.79%,0.38,52.76%,1.99%
319,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 24 | Oversold: 250,5D,5,30,,24,250,25.28,22.06%,-54.52%,0.4,53.19%,2.00%
320,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,21.43,20.82%,-54.20%,0.38,53.24%,1.98%
321,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 10 | Oversold: 250,5D,5,30,,10,250,27.73,22.75%,-54.94%,0.41,53.55%,1.99%
322,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 11 | Oversold: 250,5D,5,30,,11,250,16.58,18.92%,-52.79%,0.36,52.73%,2.00%
323,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 12 | Oversold: 250,5D,5,30,,12,250,18.28,19.64%,-51.42%,0.38,52.66%,1.99%
324,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,14.51,17.95%,-52.92%,0.34,52.66%,2.00%
325,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,17.72,19.41%,-52.78%,0.37,52.81%,1.99%
326,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,16.38,18.83%,-54.91%,0.34,52.61%,1.99%
327,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 16 | Oversold: 250,5D,5,30,,16,250,15.46,18.41%,-54.95%,0.34,52.35%,2.00%
328,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,12.88,17.08%,-53.69%,0.32,52.20%,1.97%
329,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,12.88,17.08%,-53.69%,0.32,52.20%,1.97%
330,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,16.43,18.85%,-53.03%,0.36,52.02%,1.98%
331,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 20 | Oversold: 250,5D,5,30,,20,250,19.57,20.14%,-52.06%,0.39,52.40%,1.98%
332,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 21 | Oversold: 250,5D,5,30,,21,250,24.84,21.92%,-53.58%,0.41,52.94%,1.99%
333,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 22 | Oversold: 250,5D,5,30,,22,250,32.36,23.93%,-54.59%,0.44,52.84%,1.99%
334,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,29.08,23.12%,-54.29%,0.43,52.56%,1.98%
335,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 24 | Oversold: 250,5D,5,30,,24,250,32.97,24.07%,-53.55%,0.45,52.94%,1.99%
336,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 5D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,5D,5,30,,30,250,22.95,21.33%,-54.97%,0.39,52.96%,1.99%
337,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 10 | Oversold: 250,10D,5,30,,10,250,23.9,21.64%,-48.68%,0.44,53.70%,2.01%
338,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 11 | Oversold: 250,10D,5,30,,11,250,15.93,18.63%,-58.23%,0.32,52.96%,1.99%
339,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 12 | Oversold: 250,10D,5,30,,12,250,12.47,16.85%,-57.38%,0.29,52.18%,2.00%
340,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,10D,5,30,,30,250,14.04,17.71%,-54.24%,0.33,52.43%,2.01%
341,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,10D,5,30,,30,250,16.84,19.03%,-52.96%,0.36,52.79%,2.01%
342,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,10D,5,30,,30,250,19.37,20.07%,-54.33%,0.37,53.12%,2.01%
343,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 16 | Oversold: 250,10D,5,30,,16,250,24.89,21.94%,-51.69%,0.42,53.55%,2.01%
344,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,10D,5,30,,30,250,34.38,24.40%,-50.86%,0.48,53.42%,2.02%
345,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,10D,5,30,,30,250,24.57,21.84%,-53.99%,0.4,53.40%,2.01%
346,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 30,10D,5,30,,30,30,25.17,22.02%,-57.93%,0.38,53.40%,2.00%
347,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 20 | Oversold: 250,10D,5,30,,20,250,26.92,22.53%,-56.05%,0.4,53.32%,2.01%
348,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 21 | Oversold: 250,10D,5,30,,21,250,25.12,22.01%,-55.87%,0.39,53.12%,2.01%
349,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 22 | Oversold: 30,10D,5,30,,22,30,24.02,21.67%,-55.28%,0.39,53.29%,2.00%
350,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,10D,5,30,,30,250,23.52,21.51%,-57.11%,0.38,53.47%,2.00%
351,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 24 | Oversold: 250,10D,5,30,,24,250,18.34,19.66%,-57.65%,0.34,54.01%,2.01%
352,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,10D,5,30,,30,250,24.35,21.77%,-53.52%,0.41,53.68%,2.01%
353,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 10 | Oversold: 31,10D,5,30,,10,31,25.55,22.14%,-51.96%,0.43,53.75%,2.02%
354,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 11 | Oversold: 31,10D,5,30,,11,31,9.38,14.81%,-63.29%,0.23,52.66%,2.00%
355,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 12 | Oversold: 31,10D,5,30,,12,31,10.76,15.79%,-64.78%,0.24,52.53%,2.00%
356,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 31,10D,5,30,,30,31,13.11,17.21%,-59.59%,0.29,53.12%,2.01%
357,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 31,10D,5,30,,30,31,16.14,18.72%,-58.65%,0.32,53.32%,2.01%
358,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 31,10D,5,30,,30,31,21.87,20.97%,-59.44%,0.35,53.52%,2.01%
359,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 16 | Oversold: 31,10D,5,30,,16,31,20.56,20.51%,-59.23%,0.35,53.88%,2.01%
360,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 31,10D,5,30,,30,31,27.93,22.81%,-56.50%,0.4,53.35%,2.03%
361,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 31,10D,5,30,,30,31,25.6,22.15%,-61.67%,0.36,53.19%,2.01%
362,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 31,10D,5,30,,30,31,22.56,21.20%,-67.76%,0.31,53.07%,2.01%
363,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 20 | Oversold: 31,10D,5,30,,20,31,28.65,23.00%,-56.43%,0.41,53.63%,2.01%
364,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 21 | Oversold: 31,10D,5,30,,21,31,28.85,23.06%,-54.62%,0.42,53.24%,2.02%
365,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 22 | Oversold: 31,10D,5,30,,22,31,27.74,22.76%,-56.91%,0.4,53.35%,2.01%
366,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 31,10D,5,30,,30,31,24.23,21.74%,-58.55%,0.37,53.83%,2.00%
367,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 24 | Oversold: 31,10D,5,30,,24,31,22.15,21.06%,-62.43%,0.34,53.75%,2.01%
368,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 31,10D,5,30,,30,31,20.82,20.60%,-58.15%,0.35,53.17%,2.00%
369,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 10 | Oversold: 250,10D,5,30,,10,250,19.6,20.16%,-57.24%,0.35,53.22%,2.01%
370,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 11 | Oversold: 250,10D,5,30,,11,250,8.49,14.11%,-63.95%,0.22,52.45%,1.99%
371,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 12 | Oversold: 250,10D,5,30,,12,250,9.48,14.89%,-61.73%,0.24,52.28%,2.00%
372,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,10D,5,30,,30,250,11.85,16.48%,-58.21%,0.28,52.81%,2.00%
373,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,10D,5,30,,30,250,14.05,17.71%,-58.43%,0.3,53.32%,2.01%
374,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,10D,5,30,,30,250,19.44,20.09%,-60.40%,0.33,53.12%,2.02%
375,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 16 | Oversold: 250,10D,5,30,,16,250,28.23,22.89%,-57.68%,0.4,53.85%,2.02%
376,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,10D,5,30,,30,250,26.76,22.49%,-58.69%,0.38,53.29%,2.02%
377,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,10D,5,30,,30,250,21.18,20.73%,-62.23%,0.33,53.09%,2.01%
378,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,10D,5,30,,30,250,21.46,20.83%,-64.18%,0.32,53.12%,2.01%
379,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 20 | Oversold: 250,10D,5,30,,20,250,29.35,23.19%,-57.42%,0.4,53.65%,2.02%
380,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 21 | Oversold: 250,10D,5,30,,21,250,29.35,23.19%,-57.42%,0.4,53.65%,2.02%
381,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 22 | Oversold: 250,10D,5,30,,22,250,28.13,22.87%,-56.97%,0.4,53.63%,2.01%
382,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,10D,5,30,,30,250,22.8,21.28%,-56.81%,0.37,53.83%,2.01%
383,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 24 | Oversold: 250,10D,5,30,,24,250,16.56,18.91%,-56.83%,0.33,53.32%,1.99%
384,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,10D,5,30,,30,250,19.68,20.18%,-55.69%,0.36,53.63%,2.00%
385,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 10 | Oversold: 250,10D,5,30,,10,250,26.03,22.28%,-53.57%,0.42,53.52%,2.01%
386,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 11 | Oversold: 250,10D,5,30,,11,250,13.64,17.50%,-56.52%,0.31,52.48%,1.99%
387,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 12 | Oversold: 250,10D,5,30,,12,250,13.9,17.64%,-52.04%,0.34,52.68%,1.99%
388,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,10D,5,30,,30,250,13.31,17.32%,-49.92%,0.35,53.12%,2.00%
389,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,10D,5,30,,30,250,17.36,19.26%,-50.11%,0.38,53.22%,2.01%
390,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,10D,5,30,,30,250,28.31,22.91%,-50.92%,0.45,53.90%,2.02%
391,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 16 | Oversold: 250,10D,5,30,,16,250,26.27,22.35%,-57.37%,0.39,53.85%,2.01%
392,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,10D,5,30,,30,250,25.22,22.04%,-60.04%,0.37,53.40%,2.01%
393,Oversold Rebound Timing Strategy,Oversold Rebound Timing Strategy | Hold Period: 10D | Selection Count: 5 | Long-Term Low Volume: 30 | Rolling PE: nan | Turnover Rate: 30 | Oversold: 250,10D,5,30,,30,250,22.5,21.18%,-61.28%,0.35,53.55%,2.01%
